Item,Ingredients,Diet,Protein,Carbs,Fats,Sweet,Bitter,Spicy,Sour,Dessert,Main-course,Starter,North-indian,South-indian
chocolate_cake,flour sugar cocoa powder baking powder baking soda salt eggs milk vegetable oil,0,0,1,1,1,0,0,0,1,0,0,0,0
chocolate_ice_cream,cocoa powder sugar milk heavy cream vanilla extract salt chocolate chips,0,1,1,1,1,0,0,0,1,0,0,0,0
chocolate_mousse,chocolate eggs sugar heavy cream,0,1,1,1,1,0,0,0,1,0,0,0,0
cupcakes,flour sugar eggs butter milk baking powder vanilla extract salt,0,0,1,1,1,0,0,0,1,0,0,0,0
donuts,flour sugar yeast milk eggs butter oil vanilla extract salt,0,0,1,1,1,0,0,0,1,0,0,0,0
french_toast,bread eggs milk cinnamon vanilla extract salt,1,1,1,1,1,0,0,0,1,0,0,0,0
frozen_yogurt,yogurt sugar vanilla extract salt,0,1,1,0,1,0,0,0,1,0,0,0,0
pancakes,flour milk eggs butter sugar baking powder salt,0,1,1,1,1,0,0,0,1,0,0,0,0
panna_cotta,cream milk sugar vanilla extract gelatin,0,0,1,1,1,0,0,0,1,0,0,0,0
red_velvet_cake,flour sugar cocoa powder baking soda baking powder salt butter eggs buttermilk vinegar vanilla extract,0,0,1,1,1,0,0,0,1,0,0,0,0
strawberry_shortcake,strawberries sugar whipped cream cake,0,0,1,1,1,0,0,0,1,0,0,0,0
tiramisu,ladyfingers espresso mascarpone cheese sugar cocoa powder,0,0,1,1,1,0,0,0,1,0,0,0,0
waffles,flour sugar baking powder eggs milk butter,0,1,1,1,1,0,0,0,1,0,0,0,0
Balu shahi,flour yogurt ghee milk sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Boondi,chickpea flour ghee sugar water,0,0,1,1,1,0,0,0,1,0,0,0,0
Gajar ka halwa,carrots milk sugar ghee nuts raisins cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Ghevar,flour ghee sugar water nuts saffron,0,0,1,1,1,0,0,0,1,0,0,0,0
Gulab jamun,milk powder flour sugar ghee milk rose water cardamom,0,0,1,1,1,0,0,0,1,0,0,0,0
Imarti,lentil flour sugar saffron oil,0,0,1,1,1,0,0,0,1,0,0,0,0
Jalebi,flour yogurt sugar ghee lemon juice,0,0,1,1,1,0,0,0,1,0,0,0,0
Kaju katli,cashews sugar ghee cardamom,0,1,0,1,1,0,0,0,1,0,0,0,0
Kalakand,milk sugar paneer cardamom nuts,0,1,1,1,1,0,0,0,1,0,0,0,0
Kheer,rice milk sugar nuts cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Laddu,flour ghee sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Lassi,flour ghee sugar cardamom,0,1,1,0,1,0,0,0,1,0,0,0,0
Nankhatai,flour ghee sugar,0,0,1,1,1,0,0,0,1,0,0,0,0
Petha,ash gourd sugar water,0,0,1,0,1,0,0,0,1,0,0,0,0
Phirni,rice milk sugar nuts saffron,0,1,1,1,1,0,0,0,1,0,0,0,0
Rabri,milk sugar cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Sheera,semolina ghee sugar nuts raisins,0,0,1,1,1,0,0,0,1,0,0,0,0
Singori,coconut milk jaggery cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Sohan halwa,milk sugar ghee,0,0,1,1,1,0,0,0,1,0,0,0,0
Sohan papdi,sugar ghee,0,0,1,1,1,0,0,0,1,0,0,0,0
Chhena jalebi,cottage cheese sugar water,0,0,1,1,1,0,0,0,1,0,0,0,0
Chhena kheeri,cottage cheese milk sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Chhena poda,cottage cheese sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Cham cham,cottage cheese sugar syrup coconut flakes,0,1,1,1,1,0,0,0,1,0,0,0,0
Kheer sagar,condensed milk sugar pistachios rose water cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Ledikeni,cottage cheese sugar ghee,0,1,1,1,1,0,0,0,1,0,0,0,0
Lyangcha,flour sugar ghee,0,1,1,1,1,0,0,0,1,0,0,0,0
Malapua,flour ghee sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Mihidana,flour ghee sugar milk,0,1,1,1,1,0,0,0,1,0,0,0,0
Misti doi,rice flour sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Pantua,milk powder sugar flour baking soda ghee oil cardamom almonds cashews,0,1,1,1,1,0,0,0,1,0,0,0,0
Pithe,rice flour coconut milk jaggery grated coconut oil ghee,0,1,1,1,1,0,0,0,1,0,0,0,0
Rasabali,milk sugar cardamom flour ghee ghee for frying,0,1,1,1,1,0,0,0,1,0,0,0,0
Ras malai,milk sugar cardamom saffron flour semolina vinegar,0,1,1,1,1,0,0,0,1,0,0,0,0
Rasgulla,milk sugar lemon juice,0,1,1,1,1,0,0,0,1,0,0,0,0
Sandesh,cottage cheese sugar cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Adhirasam,rice flour jaggery oil,0,1,1,1,1,0,0,0,1,0,0,0,0
Ariselu,rice jaggery oil,0,1,1,1,1,0,0,0,1,0,0,0,0
Bandar laddu,gram flour sugar ghee cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Chikki,peanuts jaggery,0,1,1,1,1,0,0,0,1,0,0,0,1
Dharwad pedha,milk sugar ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Double ka meetha,bread ghee sugar milk saffron,0,0,1,1,1,0,0,0,1,0,0,0,0
Gavvalu,rice flour ghee salt water,0,0,1,1,1,0,0,0,1,0,0,0,0
Kakinada khaja,maida sugar ghee,0,0,1,1,1,0,0,0,1,0,0,0,1
Kuzhi paniyaram,black gram dal rice jaggery cardamom,0,1,1,1,1,0,0,0,1,0,0,0,1
Mysore pak,gram flour ghee sugar,0,1,1,1,1,0,0,0,1,0,0,1,0
Obbattu holige,chana dal jaggery maida rava oil ghee cardamom,0,1,1,1,1,0,0,0,1,0,0,1,0
Palathalikalu,rice flour sugar milk ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Poornalu,chana dal jaggery ghee cardamom,0,1,1,1,1,0,0,0,1,0,0,1,0
Pongal,rice moong dal ghee cumin seeds black peppercorns ginger curry leaves cashews,0,1,1,1,1,0,0,0,1,0,0,1,0
Pootharekulu,rice flour sugar ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Qubani ka meetha,apricots sugar water,0,1,1,1,1,0,0,0,1,0,0,1,0
Sheer korma,milk vermicelli sugar ghee nuts cardamom saffron,0,1,1,1,1,0,0,0,1,0,0,0,1
Unni Appam,rice flour jaggery banana coconut oil ghee cardamom,0,1,1,1,1,0,0,0,1,0,0,1,0
Kajjikaya,maida coconut sugar,0,1,1,1,1,0,0,0,1,0,0,0,1
Anarsa,rice flour jaggery ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Basundi,milk rice sugar saffron cardamom,0,1,1,1,1,0,0,0,1,0,0,0,1
Dhondas,rice flour jaggery cardamom,0,1,1,1,1,0,0,0,1,0,0,1,0
Doodhpak,milk rice sugar cardamom nutmeg saffron almonds pistachios,0,1,1,1,1,0,0,0,1,0,0,0,1
Mahim halwa,coconut jaggery rice flour,0,1,1,1,1,0,0,0,1,0,0,1,0
Modak,wheat flour jaggery ghee cardamom,0,1,1,1,1,0,0,0,1,0,0,1,0
Shankarpali,semolina ghee sugar cardamom,0,0,1,1,1,0,0,0,1,0,0,1,0
Shrikhand,cashew apple,0,1,1,1,1,0,0,0,1,0,0,0,1
Sutar feni,fish mustard seeds turmeric powder garlic ginger green chilies tomatoes onions curry leaves oil salt water,0,1,1,1,1,0,0,0,1,0,0,0,1
Chak Hao Kheer,black rice milk sugar nuts,0,0,1,1,1,0,0,0,1,0,0,1,0
Kulfi falooda,milk sugar almonds pistachios cardamom saffron rose water vermicelli,0,1,1,1,1,0,0,0,1,0,0,1,0
Panjeeri,whole wheat flour ghee semolina sugar dried fruits nuts cardamom,0,1,1,1,1,0,0,0,1,0,0,1,0
Shahi tukra,bread milk saffron sugar ghee nuts,0,1,1,1,1,0,0,0,1,0,0,1,0
Kuzhakkattai,rice lentils coconut green chilies asafoetida salt,0,1,1,1,0,0,0,0,1,0,0,0,1
Pachadi,yogurt coconut green chilies mustard seeds asafoetida salt,0,1,1,1,0,0,0,1,1,0,0,0,1
Paravannam,rice milk sugar ghee,0,1,1,1,1,0,0,0,1,0,0,0,1
Payasam,rice milk sugar ghee,0,1,1,1,1,0,0,0,1,0,0,0,1
Coconut vadi,grated coconut sugar ghee,0,1,1,1,1,0,0,0,1,0,0,0,1
Chakali,rice flour chickpea flour sesame seeds cumin seeds asafoetida turmeric powder chili powder salt oil,0,1,1,1,1,0,1,0,1,0,1,0,1
Chevdo,flattened rice peanuts cashews almonds raisins roasted gram flour turmeric powder chili powder salt oil,0,1,1,1,1,0,1,0,1,0,1,0,1
Chorafali,chickpea flour semolina black pepper seeds carom seeds salt oil,0,1,1,1,1,0,1,0,1,0,1,0,1
Copra paak,grated coconut sugar ghee,0,1,1,1,1,0,0,0,1,0,0,0,1
Kutchi dabeli,potato masala peanuts coconut tamarind dates chili powder turmeric powder salt oil,0,1,1,1,1,0,1,0,1,0,1,0,1
Dahi vada,lentils yogurt green chilies ginger cilantro mint leaves asafoetida turmeric powder salt sugar oil,0,1,1,1,1,0,1,0,1,0,1,0,1
Dhokla,chickpea flour semolina yogurt ginger green chilies asafoetida turmeric powder lemon juice salt sugar oil,0,1,1,1,1,0,1,0,1,0,1,0,1
Dudhi halwa,bottle gourd sugar ghee,0,1,1,1,1,0,0,0,1,0,0,0,1
Gud papdi,jaggery wheat flour ghee,0,0,1,1,1,0,0,0,1,0,0,0,1
Ghooghra,flour coconut jaggery cardamom powder ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Halvasan,wheat flour ghee jaggery,0,1,1,1,1,0,0,0,1,0,0,0,1
Kansar,wheat flour ghee jaggery,0,1,1,1,1,0,0,0,1,0,0,1,0
Keri no ras,mango sugar,0,1,1,1,1,0,0,0,1,0,0,1,0
Khandvi,chickpea flour yogurt green chilies ginger turmeric powder asafoetida salt oil,0,1,1,1,1,0,1,0,1,0,1,1,0
Laapsi,cracked wheat sugar ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Koshimbir,cucumber peanuts coconut green chilies lemon juice cilantro salt,0,1,1,1,1,0,0,0,1,0,0,1,0
Mohanthal,gram flour ghee sugar milk cardamom powder almonds pistachios saffron,0,1,1,1,1,0,0,0,1,0,0,1,0
Sev tameta,tomatoes sev green chilies ginger garlic turmeric powder chili powder oil salt,0,1,1,1,1,0,1,0,1,0,1,1,0
Namakpara,all-purpose flour semolina carom seeds cumin seeds salt oil,0,1,1,1,0,0,0,0,1,0,1,0,1
Sukhdi,wheat flour jaggery ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Surnoli,rice urad dal fenugreek seeds grated coconut jaggery,0,1,1,1,1,0,0,0,1,0,0,1,0
Farsi Puri,wheat flour semolina black pepper seeds carom seeds oil salt,0,1,1,1,1,0,1,0,1,0,0,1,0
Khaman,gram flour yogurt sugar lemon juice green chilies ginger turmeric powder oil fruit salt,0,1,1,1,1,0,1,0,1,0,0,1,0
Churma Ladoo,wheat flour ghee jaggery cardamom powder almonds pistachios,0,1,1,1,1,0,0,0,1,0,0,1,0
Cheera Doi,flattened rice yogurt sugar,0,1,1,1,1,0,0,0,1,0,0,1,0
Gheela Pitha,rice flour jaggery grated coconut,0,1,1,1,1,0,0,0,1,0,0,1,0
Goja,flour sugar ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Hando Guri,chickpeas mustard oil garlic ginger cumin seeds fennel seeds red chilies salt,0,1,1,1,1,0,0,0,1,0,0,1,0
Mishti Chholar Dal,chickpeas coconut sugar ginger green chilies bay leaves cinnamon cloves cardamom turmeric powder salt,0,1,1,1,1,0,1,0,1,0,1,0,1
Pani Pitha,rice flour water,0,1,1,1,1,0,0,0,1,0,0,1,0
Payokh,rice flour water,0,1,1,1,1,0,0,0,1,0,0,1,0
Til Pitha,Rice flour sesame seeds jaggery grated coconut cardamom powder oil,0,1,1,1,1,0,0,0,1,0,0,1,0
Bebinca,Coconut milk eggs sugar flour,0,1,1,1,1,0,0,0,1,0,0,1,0
Shufta,Mixed dry fruits almonds cashews pistachios etc. saffron sugar ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Mawa Bati,Khoya mawa sugar flour ghee,0,1,1,1,1,0,0,0,1,0,0,1,0
Pinaca,Rice flour jaggery grated coconut cardamom powder oil,0,1,1,1,1,0,0,0,1,0,0,1,0
Apple Pie,Apples sugar flour butter cinnamon lemon juice pie crust,0,0,1,1,1,0,0,1,1,0,1,0,0
Chocolate Chip Cookies,Flour butter sugar eggs chocolate chips vanilla extract baking soda,0,0,1,1,1,0,0,1,1,0,1,0,0
Ice Cream,Milk cream sugar eggs optional flavorings vanilla chocolate etc.,0,1,1,1,1,0,0,1,1,0,1,0,0
Donuts,Flour sugar yeast milk eggs butter oil for frying toppings glaze sprinkles etc.,0,0,1,1,1,0,0,1,1,0,1,0,0
Brownies,Flour sugar cocoa powder eggs butter vanilla extract,0,0,1,1,1,0,0,1,1,0,1,0,0
Cupcakes,Flour sugar eggs butter baking powder milk vanilla extract frosting optional,0,0,1,1,1,0,0,1,1,0,1,0,0
S'Mores,Graham crackers marshmallows chocolate bars,0,0,1,1,1,0,0,1,1,0,1,0,0
Coleslaw,Cabbage carrots mayonnaise vinegar sugar mustard salt pepper,0,0,1,1,1,0,0,1,1,0,1,0,0
Peanut Butter and Jelly Sandwiches,Bread peanut butter jelly/jam,0,1,1,1,1,0,0,1,1,0,1,0,0
Molten Chocolate Cake,Chocolate eggs sugar flour butter cocoa powder vanilla extract salt,0,1,1,1,1,0,0,1,1,0,1,0,0
New York-style Cheesecake,Cream cheese sugar eggs sour cream vanilla extract lemon zest flour salt,0,1,1,1,1,0,0,1,1,0,1,0,0
Frozen Custard,Milk cream sugar eggs vanilla extract,0,1,1,1,1,0,0,1,1,0,1,0,0
Calas,Rice flour eggs sugar yeast nutmeg oil powdered sugar,0,1,1,1,1,0,0,1,1,0,1,0,0
Glorified Rice,Cooked rice pineapple chunks maraschino cherries whipped cream sugar salt,0,1,1,1,1,0,0,1,1,0,1,0,0
Italian hot dog,Sausage bread tomato sauce onions peppers,1,1,1,1,1,0,1,1,0,0,1,0,0
Momo,Dough ground meat onions garlic ginger spices,1,1,1,1,0,0,1,0,0,0,1,0,0
Salt-and-pepper squid,Squid salt pepper flour vegetable oil chili pepper scallion garlic,1,1,1,1,0,0,1,0,0,0,1,0,0
Cachapas,Corn kernels milk salt sugar cheese,0,1,1,1,1,0,0,1,1,0,1,0,0
Pisco Sour,Pisco lemon juice syrup egg white angostura bitters,0,0,1,0,1,0,0,1,1,0,1,0,0
Chicha Morada,Purple corn water pineapple cloves cinnamon sugar lime juice,0,0,1,0,1,0,0,1,1,0,1,0,0
Alfajores,Shortbread cookies dulce de leche coconut flakes or powdered sugar,0,1,1,1,1,0,0,1,1,0,1,0,0
Humitas,Ground fresh corn masa onions garlic lard salt pepper boiled corn husks,0,1,1,1,1,0,0,1,1,0,1,0,0
Chocotorta,Chocolate cookies cream cheese dulce de leche coffee liqueur cocoa powder whipped cream,0,1,1,1,1,0,0,1,1,0,1,0,0
Picarones,Squash sweet potato flour yeast sugar water cinnamon syrup,0,1,1,1,1,0,0,1,1,0,1,0,0
Pastel de Choclo,Corn onions meat olives hard-boiled eggs sugar,0,1,1,1,1,0,0,1,1,0,1,0,0
Sopa Paraguaya,Cornmeal cheese eggs milk salt,0,1,1,1,1,0,0,1,1,0,1,0,0
Choclo con Queso,Large kernel corn cheese leaves,0,1,1,1,1,0,0,1,1,0,1,0,0
Baklava,Phyllo dough walnuts pistachios almonds sugar cinnamon cloves honey,0,1,1,1,1,0,0,1,1,0,1,0,0
Tiramisu,Ladyfingers espresso mascarpone cheese eggs sugar cocoa powder,0,1,1,1,1,0,0,1,1,0,1,0,0
Sourdough Bread,Flour water sourdough starter salt,0,1,1,1,0,0,0,1,0,0,1,0,0
Boortsog,Flour sugar butter milk eggs salt oil,0,1,1,1,1,0,0,0,1,0,1,0,0
Roti Prata,Flour water salt oil ghee or butter,0,1,1,1,1,0,0,1,1,0,1,0,0
Tiramisu,Ladyfingers (savoiardi biscuits) espresso or strong coffee mascarpone cheese eggs sugar cocoa powder,0,0,1,1,1,0,0,0,1,0,0,0,0
Baklava,Phyllo dough nuts (usually pistachios or walnuts) sugar butter honey lemon juice cinnamon,0,1,1,1,1,0,0,0,1,0,0,0,0
Chocotorta,Chocolate cookies or biscuits cream cheese dulce de leche cocoa powder milk,0,1,1,1,1,0,0,0,1,0,0,0,0
Alfajores,Cornstarch flour butter sugar dulce de leche coconut flakes,0,1,1,1,1,0,0,0,1,0,0,0,0
Pastel de Choclo,Corn onions garlic chicken (optional) sugar black olives hard-boiled eggs raisins spices (cumin paprika),0,1,1,1,1,0,0,0,1,0,0,0,0
Cheesecake,Graham cracker crumbs butter cream cheese sugar eggs vanilla extract sour cream lemon juice,0,1,1,1,1,0,0,0,1,0,0,0,0
Red Velvet Cake,Flour cocoa powder baking soda baking powder sugar eggs buttermilk vegetable oil vinegar red food coloring cream cheese butter vanilla extract powdered sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Mochi,Sweet rice flour sugar water cornstarch filling (usually sweet bean paste or fruit preserves),0,1,1,1,1,0,0,0,1,0,0,0,0
Pavlova,Egg whites caster sugar cornflour white vinegar vanilla extract whipped cream fruits,0,1,1,1,1,0,0,0,1,0,0,0,0
Panna Cotta,Heavy cream milk sugar gelatin vanilla extract,0,1,1,1,1,0,0,0,1,0,0,0,0
Cannoli,Ricotta cheese sugar cinnamon vanilla extract chocolate chips pistachios cannoli shells,0,1,1,1,1,0,0,0,1,0,0,0,0
Gelato,Milk sugar cream flavorings,0,1,1,1,1,0,0,0,1,0,0,0,0
Churros,Flour water butter salt sugar cinnamon oil for frying,0,1,1,1,1,0,0,0,1,0,0,0,0
Apple Pie,Apples sugar flour butter cinnamon nutmeg lemon juice pie crust,0,0,1,1,1,0,0,0,1,0,0,0,0
Brownies,Butter sugar eggs cocoa powder flour vanilla extract salt chocolate chips or nuts,0,1,1,1,1,0,0,0,1,0,0,0,0
Creme Brulee,Heavy cream egg yolks sugar vanilla extract,0,1,1,1,1,0,0,0,1,0,0,0,0
Gulab Jamun,Milk powder flour baking powder ghee or oil sugar water rose water saffron cardamom,0,1,1,1,1,0,0,0,1,0,0,0,0
Éclair,Milk water butter flour eggs sugar cornstarch vanilla extract chocolate for icing,0,1,1,1,1,0,0,0,1,0,0,0,0
Macarons,Almond flour powdered sugar egg whites granulated sugar food coloring optional,0,1,1,1,1,0,0,0,1,0,0,0,0
Mille-Feuille,Puff pastry pastry cream powdered sugar,0,1,1,1,1,0,0,0,1,0,0,0,0
Pecan Pie,Pie crust pecans eggs corn syrup sugar butter vanilla extract,0,1,1,1,1,0,0,0,1,0,0,0,0
Tres Leches Cake,Cake flour baking powder eggs sugar milk vanilla extract evaporated milk sweetened condensed milk heavy cream rum optional,0,1,1,1,1,0,0,0,1,0,0,0,0
Black Forest Cake,Chocolate cake cherries kirsch whipped cream chocolate shavings,0,1,1,1,1,0,0,0,1,0,0,0,0
Sachertorte,Dark chocolate butter sugar eggs flour apricot jam rum optional,0,1,1,1,1,0,0,0,1,0,0,0,0
Bruschetta,Bread tomatoes garlic olive oil basil salt pepper,0,1,1,1,0,0,1,1,0,0,1,0,0
Spring Rolls,Spring roll wrappers vermicelli noodles shrimp or chicken vegetables soy sauce oil for frying,0,1,1,1,0,0,1,1,0,0,1,0,0
Caprese Salad,Tomatoes mozzarella cheese basil olive oil balsamic vinegar salt pepper,0,1,1,1,0,0,1,1,0,0,1,0,0
Gazpacho,Tomatoes cucumber bell peppers onion garlic bread olive oil vinegar salt pepper,0,1,1,1,0,1,1,1,0,0,1,0,0
Edamame,Edamame young soybeans salt,0,1,1,1,0,0,1,0,0,0,1,0,0
Antipasto,Assorted cured meats salami prosciutto cheese mozzarella provolone olives roasted peppers artichoke hearts,0,1,1,1,0,0,1,1,0,0,1,0,0
Dim Sum,Dumpling wrappers ground pork or shrimp vegetables soy sauce sesame oil ginger garlic green onions,0,1,1,1,0,0,1,1,0,0,1,0,0
Prawn Cocktail,Prawns shrimp cocktail sauce ketchup horseradish lemon juice Worcestershire sauce lemon wedge,0,1,1,1,0,0,1,1,0,0,1,0,0
Stuffed Mushrooms,Mushrooms cream cheese garlic breadcrumbs Parmesan cheese parsley salt pepper,0,1,1,1,0,0,1,0,0,0,1,0,0
Deviled Eggs,Eggs mayonnaise mustard vinegar salt pepper paprika,0,1,1,1,0,0,1,0,0,0,1,0,0
Mezze,Hummus baba ganoush tzatziki falafel olives feta cheese pita bread,0,1,1,1,0,0,1,1,0,0,1,0,0
Gyoza,Ground pork or chicken garlic ginger soy sauce sesame oil green onions gyoza wrappers oil for frying,0,1,1,1,0,0,1,1,0,0,1,0,0
Crostini,Baguette olive oil salt pepper garlic herbs,0,1,1,1,0,0,1,1,0,0,1,0,0
Escargot,Escargot butter garlic parsley lemon juice salt pepper baguette,1,1,1,1,0,0,1,0,0,0,1,0,0
Falafel,Chickpeas garlic onion parsley cumin coriander flour salt pepper oil for frying,0,1,1,1,0,0,1,1,0,0,1,0,0
Ceviche,Fish or seafood lime juice red onion tomato cilantro jalapeño salt pepper,0,1,1,1,0,0,1,1,0,0,1,0,0
Sushi,Rice vinegar sugar salt sushi rice nori seaweed fish or seafood vegetables,0,1,1,1,0,0,1,0,0,0,1,0,0
Samosa,Potatoes peas carrots onion garlic ginger garam masala turmeric cumin coriander dough oil for frying,0,1,1,1,0,0,1,1,0,0,1,0,0
Hummus,Chickpeas tahini lemon juice garlic olive oil salt,0,1,1,1,0,0,1,1,0,0,1,0,0
Pani Puri,Semolina flour all-purpose flour salt water oil for frying,0,1,1,1,0,0,1,1,0,0,1,0,0
Bruschetta,Baguette tomatoes garlic basil olive oil balsamic vinegar salt pepper,0,0,1,1,0,0,1,1,0,0,1,0,0
Caesar Salad,Romaine lettuce Caesar dressing Parmesan cheese croutons,0,1,1,1,0,1,0,1,0,0,1,0,0
Cheese Plate,Assorted cheeses crackers bread fruits nuts,0,1,1,1,0,0,0,0,0,0,1,0,0
Chicken Wings,Chicken wings flour salt pepper oil for frying hot sauce or seasoning,1,1,0,1,0,0,1,0,0,0,1,0,0
Falafel,Chickpeas onion garlic parsley coriander cumin baking powder flour salt pepper oil for frying,0,1,1,1,0,0,1,1,0,0,1,0,0
Greek Salad,Tomatoes cucumbers red onion olives feta cheese olive oil lemon juice oregano salt pepper,0,1,1,1,0,0,0,1,0,0,1,0,0
Guacamole,Avocado tomato onion garlic lime juice cilantro salt pepper,0,1,1,1,0,0,1,1,0,0,1,0,0
Onion Rings,Onions flour cornstarch baking powder salt pepper egg milk oil for frying,0,1,1,1,0,0,1,0,0,0,1,0,0
Nachos,Tortilla chips cheese jalapeños sour cream guacamole salsa,1,1,1,1,0,0,1,1,0,0,1,0,0
Spring Rolls,Spring roll wrappers vermicelli noodles shrimp or chicken vegetables soy sauce oil for frying,0,1,1,1,0,0,1,0,0,0,1,0,0
Club Sandwich,Bread turkey or chicken bacon lettuce tomato mayonnaise mustard,1,1,1,1,0,0,0,0,0,0,1,0,0
Fried Calamari,"Calamari rings Flour Salt Pepper Garlic powder Paprika Oil for frying Marinara sauce (optional, for dipping)",1,1,0,1,0,0,1,0,0,0,1,0,0
Garlic Bread,Baguette or bread loaf Butter Garlic Parsley Salt,0,1,1,1,0,0,0,0,0,0,1,0,0
Grilled Cheese Sandwich,Bread slices Cheese slices Butter or margarine,1,1,1,1,0,0,0,0,0,0,1,0,0
Hot and Sour Soup,Chicken or vegetable broth Tofu Mushrooms Bamboo shoots Eggs Cornstarch Vinegar Soy sauce Chili sauce White pepper Green onions,1,1,1,1,0,1,1,1,0,0,1,0,0
French Onion Soup,Onions Beef broth Butter Olive oil Flour Thyme Bay leaf Salt Black pepper Baguette slices Gruyere cheese,1,1,1,1,0,0,0,1,0,0,1,0,0
French Fries,Potatoes Oil for frying Salt,0,0,1,1,0,0,1,0,0,0,1,0,0
Chicken Quesadilla,Flour tortillas Cooked chicken Shredded cheese Bell peppers Onion Salsa Sour cream (optional),1,1,1,1,0,0,1,0,0,0,1,0,0
Mozzarella Sticks,Mozzarella cheese sticks Flour Eggs Breadcrumbs Italian seasoning Marinara sauce (for dipping),0,1,1,1,0,0,1,0,0,0,1,0,0
Caprese Salad,Tomatoes Fresh mozzarella cheese Fresh basil leaves Olive oil Balsamic vinegar Salt Black pepper,0,1,1,1,0,0,0,0,0,0,1,0,0
Poutine,French fries Cheese curds Gravy,1,1,1,1,0,0,1,0,0,0,1,0,0
Shrimp Cocktail,"Shrimp Cocktail sauce Lemon (optional, for garnish)",1,1,0,1,0,0,1,1,0,0,1,0,0